Dia,Modalidade,Horario,Local,Evento,Genero
11/08/2024,Ciclismo de Pista,07:25,Velódromo Nacional,Velocidade - Disputa do 5º ao 8º,F
11/08/2024,Ciclismo de Pista,07:29,Velódromo Nacional,Keirin - Semifinais,M
11/08/2024,Ciclismo de Pista,07:45,Velódromo Nacional,Velocidade Finais - Corrida 1,F
11/08/2024,Ciclismo de Pista,07:53,Velódromo Nacional,Omnium Corrida de Eliminação 3/4,F
11/08/2024,Ciclismo de Pista,08:15,Velódromo Nacional,Velocidade Finais - Corrida 2,F
11/08/2024,Ciclismo de Pista,08:23,Velódromo Nacional,Keirin - Final posição 7-12,M
11/08/2024,Ciclismo de Pista,08:32,Velódromo Nacional,Keirin - Disputa pelo ouro,M
11/08/2024,Ciclismo de Pista,08:44,Velódromo Nacional,Velocidade Finais - Decisão,F
11/08/2024,Ciclismo de Pista,08:56,Velódromo Nacional,Omnium Corrida por Pontos 4/4,F
11/08/2024,Handebol,04:00,Estádio Pierre Mauroy,Disputa pela medalha de bronze,M
11/08/2024,Handebol,08:30,Estádio Pierre Mauroy,Disputa pela medalha de ouro,M
11/08/2024,Levantamente de Peso,06:30,Arena 6 Paris Sul,+81kg,F
11/08/2024,Luta,06:00,Arena Champ-de-Mars,Luta livre 65kg - Repescagem,M
11/08/2024,Luta,06:00,Arena Champ-de-Mars,Luta livre 76kg - Repescagem,F
11/08/2024,Luta,06:00,Arena Champ-de-Mars,Luta livre 97kg - Repescagem,M
11/08/2024,Luta,07:00,Arena Champ-de-Mars,Luta Livre 65kg Disputa bronze,M
11/08/2024,Luta,07:25,Arena Champ-de-Mars,Luta Livre 65kg - Final,M
11/08/2024,Luta,07:35,Arena Champ-de-Mars,Luta Livre 97kg Disputa bronze,M
11/08/2024,Luta,08:00,Arena Champ-de-Mars,Luta Livre 97kg - Final,M
11/08/2024,Luta,08:20,Arena Champ-de-Mars,Luta Livre 76kg - Disp. Bronze,F
11/08/2024,Luta,08:45,Arena Champ-de-Mars,Luta Livre 76kg - Final,F
11/08/2024,Pentatlo Moderno,06:00,Palácio de Versalhes,Concurso de saltos hipismo - Final,F
11/08/2024,Pentatlo Moderno,06:40,Palácio de Versalhes,Esgrima Final - Rodada bônus,F
11/08/2024,Pentatlo Moderno,07:10,Palácio de Versalhes,200m livre natação - Final,F
11/08/2024,Pentatlo Moderno,07:40,Palácio de Versalhes,Laser Run - Final,F
11/08/2024,Polo Aquático,04:00,Arena Paris La Défense,Classificação - 5º - 6º lugar,M
11/08/2024,Polo Aquático,05:35,Arena Paris La Défense,Disputa pela medalha bronze,M
11/08/2024,Polo Aquático,09:00,Arena Paris La Défense,Disputa pela medalha de ouro,M
11/08/2024,Vôlei,08:00,Arena 1 Paris Sul,Disputa pela medalha de ouro,F
